"Time","GSR","BP","VAS"
387,-2.3173,-4.1777,-0.0239
388,-1.687,3.4527,-0.0223
389,-1.2432,18.1739,-0.0282
390,-1.1997,-24.1762,-0.0237
391,-1.0494,4.4214,-0.0257
392,-0.9283,2.7209,-0.0233
393,0.1063,-6.5308,-0.0235
394,1.5671,0.3748,-0.0246
395,4.268,0.7034,-0.0232
396,4.9547,-4.1228,-0.0247
397,5.5599,2.3778,-0.0232
398,5.5227,0.8353,-0.0243
399,4.5443,-2.149,-0.0235
400,4.4937,1.8908,-0.0254
401,5.2277,-3.4227,-0.0237
402,11.152,-4.7336,-0.0253
403,6.4517,2.8904,-0.0258
404,-1.3549,-0.0263,-0.0232
405,0.777,-4.3636,-0.0233
406,1.254,13.0632,-0.0231
407,2.9616,-11.7956,-0.0236
408,2.5293,-6.1406,-0.0237
409,2.8765,6.2954,-0.022
410,3.2452,3.4805,-0.0228
411,3.232,-0.7353,-0.0228
412,3.293,0.1437,-0.0235
413,3.4555,4.6448,-0.0249
414,4.1242,-2.0793,-0.0247
415,3.8772,4.9823,-0.0226
416,3.9748,-1.6698,-0.0231
417,4.7945,-0.3501,-0.023
418,6.0667,1.8647,-0.0239
419,6.6051,-3.8182,-0.0245
420,6.213,4.8505,-0.0245
421,6.3342,1.73,-0.0238
422,7.5109,-3.2374,-0.0263
423,7.692,-3.5329,-0.0249
424,7.9131,0.1693,-0.0257
425,7.5266,-5.4708,-0.0245
426,6.6684,2.9576,-0.0249
427,6.3215,3.4706,-0.0235
428,6.4924,4.4768,-0.0254
429,7.1014,-1.815,-0.0256
430,6.8195,-2.7869,-0.0246
431,6.3461,4.9179,-0.023
432,6.336,-2.5426,-0.0229
433,6.5916,39.3399,-0.0252
434,11.3428,-19.63,-0.0259
435,12.3353,0.9158,-0.0244
436,10.661,0.6219,-0.0242
437,9.0742,-4.3358,-0.023
438,8.0475,1.0475,-0.0261
439,7.9672,-3.2506,-0.0262
440,7.8958,4.5959,-0.0252
441,7.4086,-3.9282,-0.0236
442,6.8105,2.9461,-0.0243
443,6.3656,-1.5993,-0.0229
444,6.1549,1.8029,-0.022
445,6.1703,0.4719,-0.0235
446,5.9375,-3.1708,-0.026
447,5.7407,0.8473,-0.0219
448,5.6354,-3.3158,-0.0268
449,5.851,1.957,-0.025
450,5.5609,-1.6269,-0.0245
451,5.1751,3.7365,-0.0249
452,5.2932,-4.047,-0.0242
453,5.7755,2.4605,-0.0251
454,5.4526,-3.3104,-0.0277
455,6.348,2.1088,-0.0263
456,7.6247,-1.6418,-0.0222
457,8.1443,2.6633,-0.0255
458,8.8725,-3.6781,-0.0277
459,8.4364,1.1286,-0.0253
460,7.5526,-2.883,-0.0255
461,7.206,2.3482,-0.024
462,7.0539,1.5366,-0.025
463,7.1306,-3.9601,-0.0237
464,7.0712,-0.4288,-0.0252
465,6.674,2.5998,-0.0243
466,6.6794,-1.7459,-0.0237
467,6.6105,1.2963,-0.0249
468,6.3192,-0.9842,-0.0259
469,5.8755,2.4033,-0.0234
470,5.651,2.835,-0.0215
471,5.3706,-2.7038,-0.0271
472,5.0185,1.5572,-0.0265
473,4.7735,1.6332,-0.0257
474,4.5853,-1.0863,-0.0246
475,4.4785,1.9669,-0.0255
476,4.3488,2.584,-0.025
477,4.2153,-3.4058,-0.0225
478,4.2629,1.5603,-0.025
479,4.3131,3.4698,-0.0266
480,4.7695,-5.3761,-0.0236
481,5.4536,-2.5846,-0.0264
482,6.0177,2.3272,-0.0244
483,6.6562,-0.5501,-0.0247
484,7.899,-0.4143,-0.0249
485,8.0904,-4.2811,-0.0206
486,7.4223,-0.9841,-0.0278
487,7.4586,2.7213,-0.0257
488,8.555,0.2859,-0.0245
489,9.4831,-4.0462,-0.024
490,10.2789,0.2713,-0.0233
491,10.0694,-0.6792,-0.0233
492,10.4535,-1.7212,-0.0244
493,10.9701,-0.8544,-0.0258
494,11.2412,3.6553,-0.0285
495,11.5708,3.1372,-0.0243
496,11.0902,-1.7969,-0.0256
497,10.4027,2.6146,-0.025
498,10.3882,-1.1833,-0.0287
499,11.0167,-7.4793,-0.0245
500,11.3168,30.2722,-0.1006
501,12.3372,-9.6691,-0.4583
502,11.4622,1.951,-0.4846
503,10.7766,-2.5609,-0.4907
504,10.2002,0.0706,-0.5077
505,9.9156,-2.3342,-0.5072
506,9.7067,1.3063,-0.5084
507,9.8062,2.2551,-0.5052
508,10.1261,2.6822,-0.5052
509,10.2888,3.9731,-0.5053
510,10.7773,-3.0033,-0.5037
511,10.2317,1.8453,-0.503
512,10.2049,-1.5521,-0.504
513,10.4779,3.9805,-0.5026
514,9.852,-4.6537,-0.5032
515,9.3255,4.2295,-0.5005
516,9.6316,2.4397,-0.5014
517,10.0621,-3.3877,-0.5022
518,10.402,-3.8428,-0.5038
519,11.4136,1.6141,-0.5026
520,12.6238,-0.9636,-0.4993
521,13.5671,2.1842,-0.5005
522,13.8644,-3.1192,-0.5017
523,14.4264,0.8277,-0.5069
524,14.3592,-1.5772,-0.5064
525,14.1702,1.5576,-0.5095
526,13.9514,-2.4428,-0.5087
527,13.9272,-0.0794,-0.5044
528,14.3394,0.4443,-0.5071
529,14.0324,-1.2846,-0.5098
530,14.3535,2.2338,-0.5086
531,14.0127,-0.8398,-0.5091
532,13.3989,-2.1289,-0.5073
533,13.1347,1.8313,-0.506
534,13.2058,0.5086,-0.508
535,12.8027,3.7995,-0.5067
536,12.5249,-2.104,-0.506
537,12.1483,1.7123,-0.505
538,11.8916,-1.661,-0.5042
539,11.4744,2.4988,-0.5032
540,11.2803,-1.3147,-0.5
541,11.1447,1.8946,-0.5026
542,10.901,-1.4217,-0.501
543,10.7427,3.0181,-0.5015
544,10.6653,-2.4583,-0.5003
545,11.0467,1.7702,-0.5016
546,11.4479,-2.9379,-0.5031
547,11.113,1.4842,-0.5029
548,10.892,-0.8107,-0.4998
549,10.6941,1.3284,-0.5003
550,10.9393,-0.6254,-0.4995
551,11.7267,4.3612,-0.5037
552,11.0634,-4.763,-0.5018
553,10.1052,0.4641,-0.5039
554,10.4261,-1.16,-0.5032
555,11.1079,2.9618,-0.505
556,11.2746,-1.248,-0.5031
557,11.3141,-3.2983,-0.483
558,11.2657,2.1059,-0.4661
559,10.8108,2.1765,-0.514
560,10.4314,-0.0415,-0.5349
561,10.2783,2.9382,-0.5418
562,10.4257,-2.2972,-0.545
563,10.0573,0.0074,-0.543
564,10.077,-2.3396,-0.5443
565,10.333,-2.1229,-0.5445
566,10.015,1.8568,-0.5425
567,9.5976,-0.4461,-0.5447
568,9.2454,-0.912,-0.543
569,9.0291,-3.7448,-0.5394
570,8.7906,-0.2594,-0.5424
571,8.9102,0.2175,-0.5388
572,9.2594,-1.481,-0.5403
573,9.6835,1.2173,-0.5444
574,10.5248,1.3783,-0.5445
575,10.374,0.0668,-0.5427
576,10.9876,1.545,-0.539
577,11.3267,0.6105,-0.5472
578,10.9059,-2.4372,-0.5489
579,11.5826,1.8063,-0.5441
580,13.1112,2.425,-0.5448
581,12.5119,-1.6544,-0.5484
582,12.2254,-2.5541,-0.545
583,11.5834,3.409,-0.5468
584,10.9758,-0.8103,-0.5476
585,10.6133,-2.4657,-0.5433
586,10.3551,4.3111,-0.5453
587,10.0881,-1.4668,-0.5434
588,9.8529,1.0738,-0.5445
589,9.7655,0.8495,-0.5429
590,9.7705,-1.8359,-0.5434
591,9.6172,1.6436,-0.5433
592,9.7225,-1.7279,-0.5433
593,10.2273,3.054,-0.541
594,11.1553,-1.6784,-0.5427
595,12.51,-1.2284,-0.5444
596,12.8022,2.6467,-0.5417
597,12.0932,-1.8613,-0.5416
598,11.3609,-2.7102,-0.5415
599,10.857,1.425,-0.5441
600,10.5214,-0.4011,-0.5403
601,10.1812,0.3589,-0.5433
602,9.9227,0.3618,-0.5398
603,9.841,2.0818,-0.5452
604,9.6014,-2.4874,-0.5434
605,9.3809,2.9165,-0.5492
606,9.1866,-1.8338,-0.5489
607,8.9809,3.0736,-0.5516
608,8.7525,-1.4337,-0.5478
609,8.4955,2.8594,-0.5466
610,8.2374,-2.2113,-0.5434
611,7.9612,3.8979,-0.5427
612,7.7585,-1.9044,-0.5436
613,7.5799,-2.9134,-0.5418
614,7.3352,3.2635,-0.5422
615,7.1466,-1.9463,-0.5448
616,6.8759,3.7297,-0.5423
617,6.8306,-2.7449,-0.5432
618,7.136,1.9612,-0.5465
619,7.2536,-1.1376,-0.5461
620,7.052,-0.8238,-0.5454
621,6.8807,1.5286,-0.5457
622,6.8163,-3.1339,-0.5447
623,6.7787,4.3653,-0.5452
624,6.8895,-3.3927,-0.5446
625,6.8275,3.9628,-0.5435
626,6.6666,-1.8061,-0.5427
627,6.4232,-3.0852,-0.5462
628,6.3673,5.3772,-0.5468
629,6.4933,-3.2819,-0.5449
630,6.4283,-0.1296,-0.5432
631,6.3334,2.2975,-0.5426
632,6.3673,-1.3689,-0.5425
633,6.4898,-1.8209,-0.5394
634,6.6854,1.8048,-0.5421
635,6.978,-2.6119,-0.5404
636,7.3124,3.4042,-0.5435
637,7.2376,-2.7486,-0.5433
638,6.9565,-0.2124,-0.5428
639,6.8534,0.244,-0.5444
640,6.7543,-3.0914,-0.5439
641,6.5555,3.6922,-0.5426
642,6.1326,-0.9395,-0.5459
643,5.9692,0.0197,-0.5445
644,6.201,0.032,-0.5454
645,6.289,-1.085,-0.5454
646,7.1531,-3.0643,-0.5472
647,7.1442,2.3301,-0.5439
648,6.5972,-2.0995,-0.5453
649,6.1387,3.2491,-0.5445
650,5.7171,-1.7443,-0.5429
651,5.4336,2.6502,-0.5422
652,5.3064,-2.2298,-0.5428
653,5.2546,3.563,-0.543
654,5.7559,-3.5993,-0.5438
655,5.9242,1.3148,-0.5452
656,5.7817,-0.1511,-0.5467
657,5.9839,1.8951,-0.5451
658,6.1648,-2.3385,-0.5431
659,5.7058,-1.561,-0.5432
660,5.5921,3.1696,-0.5418
661,5.178,-19.725,-0.5439
662,6.5616,-2.9279,-0.5408
663,7.9329,20.885,-0.5409
664,8.8078,-3.0259,-0.5435
665,9.5791,2.3253,-0.5431
666,9.9621,-2.9803,-0.545
667,9.4648,1.0939,-0.5438
668,9.8428,-0.8745,-0.5465
669,9.7316,1.1286,-0.5449
670,9.6057,-1.4461,-0.5488
671,9.5882,-2.4007,-0.5428
672,9.5279,2.8947,-0.5438
673,9.7076,-1.6891,-0.5453
674,9.6771,2.5794,-0.5442
675,9.6286,-0.9306,-0.5442
676,9.6238,3.4895,-0.5455
677,9.099,-2.5492,-0.5402
678,9.3628,2.4578,-0.5441
679,10.1321,-2.7339,-0.5444
680,10.6137,1.763,-0.5422
681,11.5845,-2.4372,-0.5428
682,11.9321,-0.961,-0.5431
683,11.0766,1.8568,-0.5419
684,11.205,-1.8541,-0.5426
685,11.1061,2.355,-0.5424
686,10.8564,-1.2621,-0.5416
687,10.5338,2.602,-0.5423
688,9.9516,-1.3373,-0.5417
689,10.2577,-1.469,-0.5439
690,10.6835,0.9528,-0.5426
691,10.7443,-1.4697,-0.5432
692,10.8469,1.9669,-0.5427
693,11.9122,-0.2604,-0.5442
694,12.6976,1.3686,-0.5452
695,12.6105,-1.6801,-0.5454
696,11.9759,0.9492,-0.5447
697,12.1404,-0.1566,-0.5429
698,12.063,-3.3675,-0.5431
699,11.9322,1.7799,-0.5384
700,12.0728,-1.9473,-0.5419
701,12.1932,2.5531,-0.5416
702,11.8456,-1.622,-0.5405
703,11.5184,2.4493,-0.5431
704,10.8835,-1.5419,-0.5427
705,10.9851,2.8483,-0.5425
706,11.1568,-1.6086,-0.5426
707,10.9757,1.9509,-0.5396
708,10.9371,-2.9542,-0.5416
709,12.0357,-15.907,-0.5431
710,19.9358,14.0526,-0.5411
711,8.2314,-2.1515,-0.5388
712,7.6649,2.7144,-0.5375
713,9.2784,-1.8132,-0.5405
714,10.5615,1.0552,-0.5383
715,11.0927,-1.559,-0.5392
716,11.9188,2.2659,-0.5393
717,13.1799,1.5619,-0.5425
718,14.4929,-1.4777,-0.5458
719,15.5602,-14.7843,-0.5412
720,18.7202,-7.9472,-0.5408
721,26.1002,8.7533,-0.5427
722,12.0488,9.4797,-0.5452
723,11.1741,-4.0924,-0.5438
724,13.4638,-2.2291,-0.5453
725,14.7783,0.4888,-0.5462
726,16.0489,1.1338,-0.5384
727,17.0357,-1.2316,-0.5422
728,17.6339,1.0004,-0.5432
729,18.5294,-1.3306,-0.5411
730,19.0738,-0.9821,-0.5401
731,18.8062,1.1953,-0.5425
732,18.0405,-1.2705,-0.5423
733,17.2488,1.5255,-0.5425
734,17.378,-1.2325,-0.5418
735,18.3233,2.3197,-0.5412
736,18.2252,0.374,-0.542
737,17.7261,-0.976,-0.5408
738,17.6207,3.0243,-0.5432
739,16.5719,1.8417,-0.5408
740,13.1973,-4.2131,-0.5404
741,14.5992,1.1764,-0.5384
742,16.3011,-1.6678,-0.5397
743,18.4192,18.2442,-0.5391
744,22.1872,-11.541,-0.5397
745,20.3694,0.4966,-0.5405
746,18.6982,-2.6393,-0.5422
747,18.3311,1.9121,-0.5423
748,17.7251,-2.1901,-0.5441
749,16.7677,0.9179,-0.5407
750,16.1948,-1.5092,-0.5432
751,15.9773,3.1732,-0.5453
752,15.5458,-2.9149,-0.5452
753,14.9639,-0.7243,-0.5468
754,14.7721,1.3454,-0.5448
755,14.6603,-1.4919,-0.5455
756,13.7459,1.6581,-0.5441
757,13.2667,-1.95,-0.5436
