"Time","GSR","BP","VAS"
76,3.0145,-9.2516,-0.026
77,2.8668,-1.0244,-0.0262
78,2.9828,2.5916,-0.0282
79,4.4073,2.4624,-0.0254
80,4.1004,-1.103,-0.0248
81,3.6587,1.436,-0.0264
82,3.5307,1.2813,-0.026
83,4.4996,17.3502,-0.0283
84,4.0717,14.4774,-0.0234
85,3.787,-2.9237,-0.0252
86,5.095,-0.5444,-0.0289
87,5.3539,-1.1758,-0.0263
88,4.6107,-0.9319,-0.0238
89,3.8741,-2.7991,-0.0293
90,3.4715,1.8176,-0.0256
91,3.2684,-1.414,-0.0269
92,3.1094,0.7961,-0.0251
93,2.9171,1.4865,-0.0275
94,2.8854,-0.3637,-0.0245
95,3.8116,3.0311,-0.0252
96,4.3387,2.1291,-0.0299
97,4.065,2.3398,-0.0257
98,3.6381,2.9237,-0.0287
99,4.3328,2.0905,-0.0257
100,4.8384,0.3443,-0.029
101,4.6739,0.1902,-0.0241
102,4.3512,-17.7456,-0.0264
103,5.1333,2.4335,-0.0266
104,5.2242,-1.9087,-0.0266
105,4.6541,0.1697,-0.0263
106,4.6962,5.3759,-0.0263
107,4.3038,1.1453,-0.0243
108,3.8202,0.8749,-0.0268
109,4.1275,3.0492,-0.0244
110,4.7939,-3.2612,-0.0261
111,4.7128,3.828,-0.0236
112,4.18,0.445,-0.0268
113,3.7593,1.2652,-0.0281
114,3.3935,2.4596,-0.0269
115,3.2661,3.0811,-0.026
116,3.313,-1.3624,-0.0297
117,3.0619,2.822,-0.0249
118,2.8411,0.1094,-0.0303
119,2.5657,2.5026,-0.0252
120,2.329,-0.4189,-0.0299
121,2.1819,2.3043,-0.0217
122,2.5192,1.2983,-0.028
123,2.9775,3.3026,-0.0241
124,2.7233,0.8897,-0.0267
125,2.3384,-1.1909,-0.0231
126,2.1815,-0.7266,-0.0253
127,2.0933,0.8684,-0.0225
128,3.4914,1.1903,-0.0251
129,4.2891,-0.5862,-0.0242
130,3.764,-0.1584,-0.0277
131,3.841,-0.1783,-0.027
132,3.7471,1.3507,-0.0234
133,3.4325,-4.0713,-0.0276
134,3.6806,4.6963,-0.0254
135,3.4952,-6.5779,-0.023
136,3.1266,9.5364,-0.0256
137,2.8251,45.1991,-0.0225
138,2.4648,-39.9418,-0.0255
139,2.8488,-24.7334,-0.0256
140,3.8854,0.1977,-0.0233
141,4.761,1.8493,-0.0272
142,4.3954,0.5309,-0.0249
143,3.8713,-0.6152,-0.0261
144,3.8861,0.5561,-0.0253
145,4.7294,-0.1729,-0.0281
146,4.5126,0.423,-0.0265
147,4.0567,0.9515,-0.028
148,4.1182,1.5051,-0.0273
149,3.9679,0.9785,-0.0252
150,3.4982,1.4964,-0.0258
151,3.4586,1.077,-0.0266
152,4.1935,0.4109,-0.029
153,4.4179,0.1813,-0.0274
154,4.5992,0.5871,-0.0257
155,4.2319,0.4956,-0.026
156,3.4453,0.1127,-0.0277
157,3.594,-0.0411,-0.0279
158,4.0498,-0.1395,-0.0273
159,3.7974,0.3103,-0.0254
160,3.5546,0.2883,-0.028
161,3.2758,-0.0564,-0.0294
162,3.8681,-0.693,-0.0277
163,4.0389,0.3524,-0.0263
164,3.5918,0.6133,-0.0294
165,3.3855,0.5703,-0.0272
166,3.2891,-1.4416,-0.0263
167,3.2314,-1.4745,-0.0281
168,4.2962,1.8168,-0.0261
169,4.6179,-3.068,-0.0242
170,3.1944,-2.5463,-0.0272
171,3.1819,1.8497,-0.0262
172,3.4811,-0.1948,-0.0232
173,3.8663,-0.3337,-0.0248
174,4.2952,-0.6576,-0.0281
175,3.7552,1.221,-0.0253
176,4.0658,1.0958,-0.0259
177,5.1279,0.2127,-0.025
178,4.3414,0.8851,-0.0241
179,3.5715,0.9716,-0.0253
180,3.2589,0.6874,-0.0232
181,3.0904,0.1385,-0.024
182,3.4669,0.4511,-0.0243
183,3.7448,0.5416,-0.0235
184,3.3975,0.2972,-0.0252
185,3.0801,0.7506,-0.025
186,2.9324,1.9465,-0.0219
187,3.1508,0.9645,-0.0258
188,3.2526,0.8947,-0.0239
189,3.1585,0.1909,-0.0246
190,3.4778,-0.1399,-0.024
191,3.8134,-1.6432,-0.0238
192,4.2204,-0.3819,-0.0254
193,4.3172,-1.2515,-0.0245
194,4.1902,-1.83,-0.0257
195,3.8432,0.9915,-0.0274
196,3.4608,3.6894,-0.0228
197,3.3229,-1.4855,-0.0258
198,3.7029,-0.1445,-0.0238
199,3.9625,-1.0617,-0.0257
200,4.4028,-0.6856,-0.0261
201,4.1298,-0.4161,-0.0263
202,4.0321,0.1733,-0.0254
203,3.8709,0.7257,-0.027
204,3.5242,1.084,-0.025
205,4.2062,1.298,-0.0269
206,4.3256,0.7295,-0.0256
207,3.879,0.8132,-0.0264
208,4.5428,3.2707,-0.026
209,4.8418,-1.0258,-0.0243
210,4.7863,4.4535,-0.0252
211,5.6783,-2.8829,-0.0266
212,5.844,-0.6708,-0.0265
213,5.4931,-1.2446,-0.0239
214,4.558,0.0325,-0.0277
215,3.9552,-1.2138,-0.0274
216,3.6572,0.8671,-0.0252
217,3.4846,1.086,-0.0244
218,3.3922,1.496,-0.0258
219,3.2532,1.2027,-0.0253
220,3.135,1.6986,-0.0232
221,2.931,1.232,-0.024
222,2.8597,0.8748,-0.0253
223,3.0198,0.6631,-0.0238
224,2.8326,1.2094,-0.0249
225,2.5873,0.0409,-0.0238
226,2.4402,1.7383,-0.0261
227,2.4277,1.784,-0.0258
228,2.3974,1.1312,-0.0274
229,2.3595,0.5527,-0.0229
230,2.307,0.2889,-0.0243
231,2.1367,1.4139,-0.0259
232,1.9578,-0.3852,-0.0261
233,1.8706,0.8536,-0.0249
234,1.8722,0.6548,-0.0234
235,1.9258,1.1155,-0.0229
236,2.3898,-0.6023,-0.0244
237,2.3589,0.4165,-0.0259
238,2.0839,2.5123,-0.0262
239,1.9953,-1.378,-0.0288
240,1.9024,1.6013,-0.0262
241,1.784,-1.5551,-0.0254
242,2.3493,0.5228,-0.024
243,3.1676,1.0614,-0.0259
244,3.5199,-0.1987,-0.0233
245,4.5547,0.6671,-0.0279
246,4.5103,1.3614,-0.0266
247,4.5101,1.0277,-0.0241
248,3.9374,-0.92,-0.0242
249,3.5151,0.3493,-0.0283
250,3.3484,-1.4789,-0.0244
251,3.1478,0.8961,-0.0288
252,2.9089,-2.1846,-0.0274
253,2.6825,2.2223,-0.0242
254,2.5197,-1.298,-0.0268
255,2.4169,1.5636,-0.0278
256,2.2699,0.4238,-0.0256
257,2.6073,0.501,-0.0261
258,3.4695,-3.2084,-0.0266
259,3.1934,2.504,-0.028
260,3.0594,0.048,-0.0263
261,3.783,2.0675,-0.0251
262,3.4781,-0.9482,-0.0244
263,3.0636,-0.244,-0.0247
264,2.828,-2.2903,-0.0252
265,2.7871,0.7019,-0.026
266,3.3836,-0.2879,-0.0252
267,3.7102,-1.1256,-0.0272
268,3.8146,2.244,-0.0255
269,3.4592,-0.3558,-0.0254
270,3.0402,0.8045,-0.0261
271,3.1202,1.9621,-0.0262
272,4.5111,-1.6279,-0.0229
273,4.3301,2.2217,-0.0258
274,3.5712,-0.6629,-0.0252
275,3.1995,1.596,-0.0249
276,3.018,0.4117,-0.0258
277,2.9378,1.3603,-0.0232
278,2.7899,-0.5362,-0.0263
279,2.6743,-0.641,-0.024
280,2.8539,1.8396,-0.026
281,3.2002,-5.9627,-0.0258
282,3.2877,1.2049,-0.026
283,3.2053,-4.5428,-0.0238
284,3.6004,0.9635,-0.0265
285,3.2886,-0.7892,-0.0265
286,3.6374,-4.0667,-0.0264
287,3.4305,3.4525,-0.0251
288,5.1847,-1.0321,-0.0267
289,6.351,-0.3803,-0.0256
290,5.9736,-1.8338,-0.023
291,5.0547,-1.3592,-0.0277
292,4.8734,0.2746,-0.0275
293,4.4923,0.2,-0.0223
294,3.7773,1.514,-0.0266
295,5.2269,2.3309,-0.027
296,7.1063,-0.1115,-0.0265
297,7.2483,-1.3574,-0.027
298,7.2812,-1.2844,-0.0276
299,6.5828,-0.23,-0.026
300,5.1239,-0.4433,-0.0259
301,5.5332,0.1116,-0.0271
302,5.7485,1.5222,-0.0262
303,5.0606,0.3015,-0.0254
304,4.5763,1.9307,-0.0235
305,4.5531,0.063,-0.0286
306,5.9271,-5.0477,-0.0275
307,6.3099,4.7012,-0.0278
308,6.468,1.2102,-0.0264
309,6.3913,-9.2215,-0.0255
310,6.156,1.0095,-0.0272
311,5.5883,-0.251,-0.0274
312,7.1165,0.3375,-0.0248
313,7.3429,1.2056,-0.0277
314,6.8326,0.2074,-0.0286
315,6.9021,-0.335,-0.0274
316,6.3907,-1.0925,-0.0297
317,6.4196,0.0482,-0.0297
318,6.2731,-0.5505,-0.0252
319,5.7242,1.2972,-0.0281
320,5.6773,-0.1676,-0.0288
321,5.8563,1.731,-0.027
322,5.4374,1.5237,-0.029
323,5.0226,0.9723,-0.0275
324,4.854,0.0736,-0.0251
325,4.6329,-0.3234,-0.0248
326,5.3793,0.7585,-0.0249
327,6.6191,-0.6621,-0.0245
328,6.1273,-1.98,-0.0274
329,5.6565,-0.687,-0.0257
330,6.597,-0.0555,-0.0278
331,7.6581,0.7654,-0.0272
332,7.0517,-0.6788,-0.0255
333,6.2262,2.6135,-0.0267
334,6.4758,-1.9721,-0.0268
335,8.2399,-0.3913,-0.0239
336,8.5375,-2.0313,-0.0243
337,8.4019,-0.6838,-0.0255
338,8.2916,-0.1057,-0.0285
339,7.4554,1.0526,-0.0247
340,6.8811,0.9158,-0.0236
341,6.41,0.6841,-0.0276
342,6.0039,0.4018,-0.0258
343,5.6423,0.7837,-0.0243
344,5.3256,-1.025,-0.0266
345,5.0826,-0.083,-0.023
346,4.9226,-0.7679,-0.0285
347,4.8768,0.6888,-0.0246
348,5.1614,0.2317,-0.0263
349,6.6089,-0.7067,-0.0261
350,6.5795,0.7727,-0.0257
351,6.2468,-2.3798,-0.0276
352,6.2032,0.7923,-0.0225
353,6.6781,-0.0522,-0.0255
354,6.5183,-1.445,-0.0297
355,6.082,1.1181,-0.029
356,6.0316,0.5544,-0.0224
357,5.9165,-0.1419,-0.0289
358,5.735,1.4177,-0.0249
359,5.4713,-0.0537,-0.0274
360,5.0596,6.4857,-0.027
361,4.4785,14.3102,-0.0292
362,4.6517,26.5757,-0.0229
363,4.4597,-10.7501,-0.0239
364,4.2081,-4.9863,-0.0265
365,4.0259,-0.537,-0.0253
366,3.7646,-0.1205,-0.0253
367,4.3533,-0.4929,-0.0234
368,4.9106,0.6603,-0.0267
369,5.2218,0.105,-0.0234
370,5.3731,-1.9083,-0.0256
371,5.5389,-1.362,-0.0273
372,6.2938,-0.8112,-0.0227
373,7.1375,0.1352,-0.0257
374,7.2994,-1.2401,-0.0285
375,7.3472,-0.1793,-0.0266
376,7.7043,-0.5936,-0.0274
377,7.0091,-1.143,-0.0263
378,6.3525,-3.5892,-0.022
379,6.498,-3.4724,-0.0247
380,6.731,0.4143,-0.0254
381,6.6196,-0.047,-0.0206
382,6.1282,0.6434,-0.0208
383,6.3816,-1.0553,-0.0253
384,6.4552,1.6952,-0.0251
385,6.0321,-0.0551,-0.0248
386,5.9568,-0.794,-0.0252
387,5.9393,0.8829,-0.0241
388,5.6209,0.9152,-0.0248
389,5.7072,-0.2165,-0.0244
390,5.7671,-0.4395,-0.0279
391,5.6199,0.7202,-0.024
392,5.4416,0.62,-0.0261
393,5.8978,0.464,-0.0255
394,6.0286,-0.245,-0.0272
395,6.0771,0.5247,-0.0239
396,6.4452,-0.6536,-0.026
397,6.5753,0.0181,-0.0236
398,6.1161,-0.5214,-0.0256
399,5.9015,0.6892,-0.0253
400,6.4342,-1.2462,-0.0234
401,7.0198,0.5854,-0.0263
402,7.5434,0.3108,-0.0232
403,7.039,-0.8623,-0.0214
404,6.4554,0.2654,-0.0271
405,6.3523,0.9173,-0.0244
406,6.6329,-0.0757,-0.0252
407,6.3162,-1.256,-0.023
408,5.8847,-0.0218,-0.0253
409,5.5821,-1.271,-0.0235
410,5.4273,0.3803,-0.0229
411,6.0997,-1.0525,-0.0268
412,6.369,-0.8843,-0.0246
413,6.027,-1.4085,-0.0229
414,6.9037,0.2435,-0.0255
415,7.8625,-0.5499,-0.0253
416,7.4006,-0.5733,-0.0244
417,6.6598,-1.8849,-0.0279
418,6.2135,-0.3996,-0.0243
419,5.8608,0.2489,-0.0242
420,5.9295,0.6634,-0.0231
421,6.5859,0.8037,-0.0271
422,6.2649,0.6528,-0.0258
423,5.7551,0.1118,-0.0247
424,5.6364,0.6668,-0.0242
425,6.217,0.6606,-0.0249
426,6.4139,0.2307,-0.0259
427,5.9529,0.0503,-0.0246
428,5.6539,-0.5532,-0.023
429,5.4232,0.6304,-0.0236
430,5.3494,8.8509,-0.0221
431,6.2421,-4.0995,-0.0159
432,7.2017,-1.3532,-0.0263
433,8.2495,-3.0018,-0.0235
434,8.2997,-5.3389,-0.0237
435,7.9861,-0.7567,-0.0234
436,8.7251,-0.2225,-0.0239
437,8.7122,0.9807,-0.0231
438,8.113,0.2439,-0.0232
439,7.379,-0.7942,-0.0211
440,7.4462,-0.1937,-0.0236
441,7.5993,-1.02,-0.0197
442,7.0379,1.0485,-0.0266
443,7.3531,1.4457,-0.0245
444,7.5266,-1.4439,-0.027
445,7.8762,1.9625,-0.0238
446,7.7738,-0.3352,-0.0261
447,7.9592,0.5029,-0.0236
448,7.615,0.674,-0.0267
449,8.0116,0.3409,-0.0245
450,7.9391,0.0326,-0.0228
451,7.6716,-0.5899,-0.0213
452,7.629,0.0471,-0.0223
453,7.5352,-1.065,-0.0204
454,7.7295,0.2821,-0.0234
455,7.6926,-0.9992,-0.0221
456,7.5728,-0.408,-0.0243
457,8.0848,-0.0732,-0.0237
458,8.1908,-0.1226,-0.0259
459,7.9887,-0.0533,-0.0263
460,8.0064,0.5153,-0.0228
461,7.7282,0.1759,-0.0236
462,7.8201,-0.1199,-0.0245
463,7.5312,1.2742,-0.0217
464,7.0946,0.4161,-0.0226
465,7.2075,1.5703,-0.026
466,7.0309,2.4182,-0.0222
467,6.6104,1.6509,-0.0239
468,6.3059,1.0674,-0.0223
469,6.0768,-0.4894,-0.0246
470,5.9356,1.582,-0.0233
471,5.7369,-0.4683,-0.0221
472,6.0177,1.4414,-0.0242
473,6.7602,-0.0152,-0.0222
474,7.3969,1.0926,-0.0226
475,7.3145,-0.8707,-0.0243
476,7.121,-0.7514,-0.0238
477,7.1073,-0.7466,-0.0235
478,7.6173,0.0613,-0.0228
479,7.5294,0.3849,-0.0226
480,7.5793,0.0245,-0.0255
481,7.2765,0.0276,-0.0244
482,7.1103,0.0621,-0.0236
483,7.841,-0.669,-0.023
484,8.7456,0.5685,-0.0235
485,8.5874,-2.8389,-0.0257
486,8.1835,-2.2135,-0.0217
487,7.8721,-1.4219,-0.026
488,8.2417,-0.7205,-0.024
489,8.5985,-0.7098,-0.0246
490,8.2366,-0.0966,-0.0236
491,8.5661,0.3596,-0.0239
492,8.3316,0.1546,-0.0253
493,8.081,1.1198,-0.0246
494,8.9236,-0.2312,0.0288
495,8.4726,-0.3072,-0.3138
496,7.7491,1.3863,-0.6044
497,8.1006,0.3275,-0.6339
498,9.0595,4.1227,-0.6309
499,9.5491,-0.7279,-0.634
500,9.2113,-0.682,-0.6355
501,9.1998,-1.5871,-0.6328
502,9.416,-1.7458,-0.6334
503,8.6642,-1.6792,-0.6348
504,8.171,-1.3042,-0.6337
505,8.059,0.9348,-0.6335
506,7.6123,14.8792,-0.6316
507,7.4705,-22.9374,-0.6354
508,8.5825,4.4469,-0.6323
509,9.1607,1.2258,-0.6307
510,8.7381,-0.2569,-0.6353
511,8.7208,0.1466,-0.6339
512,8.6004,0.1413,-0.6364
513,8.5479,-0.6345,-0.6322
514,8.3753,-0.4645,-0.6314
515,8.4419,-0.3522,-0.6291
516,8.2331,0.4245,-0.6321
517,7.8082,0.6626,-0.6351
518,7.5033,0.1977,-0.6331
519,7.6402,1.0,-0.6336
520,7.6741,0.4119,-0.6346
521,7.3842,-0.6739,-0.6329
522,7.8014,0.2768,-0.6314
523,7.8799,0.2053,-0.6314
524,7.7323,1.1509,-0.6291
525,7.8577,-0.6266,-0.6316
526,7.7687,1.4796,-0.6325
527,8.2136,0.7016,-0.6341
528,8.1028,-0.7091,-0.6338
529,7.5498,0.8728,-0.6348
530,7.6798,1.5543,-0.629
531,8.6608,-0.3236,-0.6282
532,9.3906,-0.2401,-0.6303
533,10.0001,-0.6031,-0.6304
534,10.1323,-2.2823,-0.6269
535,9.1051,-0.7423,-0.628
536,8.1224,1.0162,-0.628
537,7.6743,-0.116,-0.6271
538,8.1136,0.0106,-0.6266
539,8.7663,2.3957,-0.6244
540,8.4492,-0.1738,-0.63
541,8.3703,1.6529,-0.6304
542,8.0982,1.2019,-0.6275
543,8.1438,0.359,-0.6268
544,8.7688,0.3387,-0.6295
545,9.5318,-1.2592,-0.6307
546,9.0312,-1.0005,-0.6332
547,8.5568,-1.9716,-0.6317
548,8.9009,-1.335,-0.5781
549,8.5058,-0.0005,-0.6768
550,8.6155,-1.3263,-0.7007
551,8.7802,0.8405,-0.7521
552,8.6107,-2.3754,-0.7582
553,8.2082,1.1473,-0.7509
554,8.4798,-0.3895,-0.7508
555,8.7731,0.7584,-0.7534
556,8.3756,-2.182,-0.7519
557,8.0647,1.3092,-0.7519
558,8.182,-0.3979,-0.7554
559,8.6849,-0.6234,-0.7515
560,8.3017,0.2562,-0.7524
561,7.8322,-1.6778,-0.7513
562,7.627,2.0256,-0.754
563,8.0791,-0.3993,-0.7502
564,8.4095,1.8365,-0.7493
565,8.1357,-2.3006,-0.748
566,8.5963,0.6833,-0.7459
567,9.056,-1.4146,-0.7507
568,8.8862,0.063,-0.751
569,8.4795,2.2726,-0.7499
570,9.1885,-0.5392,-0.7521
571,8.8888,-0.5282,-0.7535
572,9.8172,0.2258,-0.7516
573,10.0153,-1.3744,-0.7521
574,9.1346,0.8666,-0.7512
575,8.705,-1.6192,-0.7481
576,8.6344,1.3925,-0.7529
577,8.5619,-0.1515,-0.7502
578,8.433,2.295,-0.7475
579,8.0079,2.2766,-0.7516
580,7.7195,-0.9812,-0.7507
581,7.5417,2.2594,-0.7511
582,7.4257,-0.1392,-0.7498
583,7.7134,1.3321,-0.7432
584,7.7402,-1.1332,-0.7455
585,8.2452,5.0072,-0.7466
586,8.9334,-3.1237,-0.7457
587,8.4309,7.1866,-0.7484
588,8.0073,-5.4963,-0.744
589,8.0191,2.1951,-0.7475
590,7.802,2.1923,-0.7429
591,7.8616,-2.3922,-0.7445
592,8.6267,2.8885,-0.7485
593,8.5811,-2.5159,-0.7461
594,8.5838,3.4005,-0.7429
595,8.7753,-1.8177,-0.7424
596,8.7818,0.9396,-0.7439
597,10.0032,-1.1356,-0.741
598,9.7132,-1.6747,-0.7443
599,9.2761,-1.0818,-0.7433
600,8.7729,0.4422,-0.7447
601,8.254,-0.6579,-0.745
602,7.9296,0.8266,-0.7468
603,8.4214,-0.9042,-0.749
604,8.9286,-0.2166,-0.7501
605,8.7031,-4.2287,-0.7472
606,8.593,-1.1886,-0.7475
607,8.8818,-0.278,-0.7425
608,9.197,0.8831,-0.7432
609,9.3586,2.1168,-0.7136
610,10.0847,-2.5077,-0.8273
611,9.5844,-0.4862,-0.8571
612,9.1988,-2.1732,-0.8661
613,8.6998,-2.1449,-0.8728
614,8.2046,-0.8143,-0.8706
615,8.2979,2.1048,-0.8741
616,8.7309,-0.5077,-0.8775
617,8.3348,1.0558,-0.8758
618,7.8323,0.0308,-0.876
619,7.5161,0.2489,-0.8731
620,7.2795,1.7994,-0.8729
621,7.4303,1.7983,-0.871
622,8.4594,0.1116,-0.8694
623,8.8877,1.0513,-0.8745
624,10.0142,-0.9373,-0.8685
625,11.487,-1.2003,-0.8726
626,11.9144,-0.934,-0.872
627,10.8799,-0.6533,-0.8729
628,9.9374,-1.0612,-0.8716
629,9.4404,-0.7066,-0.8751
630,8.7778,-0.4764,-0.8749
631,8.7278,1.0643,-0.8728
632,9.237,-0.263,-0.8735
633,9.0666,0.6433,-0.8719
634,9.3899,2.9094,-0.8691
635,8.9205,-0.1322,-0.8693
636,8.4054,0.5763,-0.8679
637,8.0641,4.0691,-0.8674
638,8.1683,-1.1064,-0.8676
639,9.3063,-2.325,-0.8689
640,10.1902,-0.5872,-0.8678
641,10.2794,-1.4199,-0.8676
642,10.4139,-0.7169,-0.871
643,10.4464,1.8563,-0.866
644,9.891,-1.1551,-0.8671
645,9.9115,-2.0678,-0.8679
646,10.0449,1.3101,-0.8733
647,10.4678,0.0582,-0.8698
648,10.986,1.6774,-0.8711
649,10.8961,0.3493,-0.8702
650,11.3319,-0.722,-0.8699
651,10.8865,-0.799,-0.868
652,11.512,-0.105,-0.8713
653,11.295,-0.5513,-0.8736
654,10.394,0.235,-0.8703
655,9.8165,0.0129,-0.8643
656,9.2021,-0.5796,-0.8651
657,8.6793,1.1635,-0.8678
658,8.8034,1.414,-0.8675
659,9.303,-0.4797,-0.8671
660,9.6957,-0.6668,-0.867
661,9.3428,0.423,-0.8639
662,9.5841,1.5782,-0.87
663,9.5199,0.7986,-0.8662
664,9.0476,-0.8378,-0.8699
665,8.793,1.5404,-0.8687
666,9.1506,0.2867,-0.8656
667,10.3114,1.4131,-0.869
668,10.18,0.6227,-0.8701
669,10.5735,-7.8825,-0.8709
670,11.0888,6.1353,-0.8665
671,10.1771,-0.3287,-0.8677
672,9.3632,-0.0112,-0.8665
673,8.9648,1.9357,-0.8654
674,9.0244,-1.2161,-0.8655
675,8.8211,-0.7781,-0.8687
676,8.8813,-0.9055,-0.8631
677,9.4623,-1.4783,-0.8646
678,10.1342,-0.0392,-0.8643
679,10.5845,-0.9212,-0.8652
680,10.2863,-0.635,-0.8673
681,10.5379,0.5504,-0.8648
682,10.2996,-0.4112,-0.8668
683,9.9628,0.044,-0.8648
684,10.1357,0.9292,-0.8708
685,9.8135,0.8239,-0.8679
686,9.2694,0.612,-0.8661
687,8.9699,1.2902,-0.8702
688,9.1109,0.2883,-0.8686
689,9.1752,1.263,-0.871
690,8.9149,-0.361,-0.8709
691,8.6591,-0.1671,-0.8679
692,8.447,-0.6043,-0.868
693,8.1984,1.3537,-0.8688
694,7.96,-0.0675,-0.8713
695,7.9941,0.0262,-0.8736
696,8.3685,1.4243,-0.8708
697,9.0279,0.8531,-0.8667
698,9.6719,0.318,-0.8683
699,9.3832,0.6821,-0.8679
700,8.9003,-0.5497,-0.8675
701,8.6486,-0.963,-0.865
702,8.4162,-1.7923,-0.8626
703,8.2377,1.108,-0.8636
704,8.3525,-0.5968,-0.862
705,8.2792,-0.0868,-0.8609
706,8.0039,1.0326,-0.8655
707,7.8155,2.2043,-0.8614
708,8.4468,0.9716,-0.8647
709,9.8554,-0.2376,-0.8639
710,9.7295,-1.1815,-0.864
711,9.2224,-1.0647,-0.8615
712,8.8919,-1.0296,-0.8582
713,9.2205,0.7771,-0.8612
714,9.2682,-0.0459,-0.8595
715,8.9777,-0.7076,-0.8619
716,8.6758,2.1162,-0.8621
717,8.5552,-0.7733,-0.8603
718,8.6339,-0.2142,-0.8621
719,8.5415,0.4071,-0.8624
720,9.3106,2.0657,-0.8597
721,9.2602,8.8055,-0.8562
722,8.4179,-9.0185,-0.8382
723,7.8729,-1.1256,-0.9147
724,8.6723,-0.1648,-0.9414
725,9.5051,-2.0104,-0.9401
726,9.178,-0.9399,-0.9386
727,8.7512,-0.115,-0.9405
728,9.194,-1.9636,-0.9353
729,9.8363,-0.8535,-0.9405
730,9.6207,1.0683,-0.9384
731,9.0303,-0.7111,-0.9388
732,8.8646,1.7588,-0.9421
733,9.1496,-0.3728,-0.9397
734,9.903,1.2808,-0.9398
735,10.2119,-0.9616,-0.938
736,10.7725,-1.7002,-0.941
737,10.4017,0.5031,-0.9415
738,10.2134,-0.7743,-0.9416
739,10.6256,-0.9753,-0.9431
740,10.0658,1.7498,-0.9467
741,10.0628,0.2284,-0.9445
742,10.2291,2.8664,-0.9466
743,10.4093,-7.3015,-0.945
744,10.1025,-1.3449,-0.9457
745,9.7985,5.3733,-0.9453
746,9.6509,0.6556,-0.9439
747,9.6837,0.1165,-0.9431
748,10.0693,0.3378,-0.9443
749,10.2944,0.0346,-0.9455
750,9.9732,-0.8632,-0.9442
751,9.6712,1.0656,-0.9402
752,9.6084,-0.2279,-0.944
753,9.5978,0.3059,-0.9447
754,9.6076,-1.7526,-0.9394
755,9.4339,-1.0613,-0.9452
756,9.1813,0.3474,-0.9425
757,8.986,-0.1044,-0.9428
758,8.9318,1.3017,-0.9411
759,9.058,0.1725,-0.9407
760,9.3943,-3.1295,-0.9425
761,11.2493,0.394,-0.9409
762,11.9845,0.1553,-0.9421
763,12.0286,-1.2283,-0.9429
764,11.3787,-0.9324,-0.9443
765,11.3098,2.2856,-0.9439
766,12.3108,-1.2816,-0.9461
767,12.2948,-0.0635,-0.9427
768,11.9989,0.4925,-0.9434
769,12.0575,0.4192,-0.9449
770,12.3148,-0.0796,-0.9426
771,12.3439,-0.3745,-0.9442
